Title,City or Town,County or Parish,Street Address,Year Erected,Erected By,Link
Colonel Thomas J. Davidsons Brigade,Dover,Stewart County,,,,http://www.hmdb.org/m.asp?m=148360
Original Position,Dover,Stewart County,402 Cedar Street,,,http://www.hmdb.org/m.asp?m=148361
Confederate Trenches,Dover,Stewart County,,,,http://www.hmdb.org/m.asp?m=148362
Civil War Veterans at rest in Zions Cemetery,Spotsylvania Courthouse,Spotsylvania County,8701 Courthouse Rd,,Zion Methodist Church,http://www.hmdb.org/m.asp?m=148371
"A Place Called ""Courtland""",Spotsylvania Courthouse,Spotsylvania County,9107 Courthouse Rd,,Spotsylvania County Museum. County of Spotsylvania. Virginia,http://www.hmdb.org/m.asp?m=148374
An Unexpected End to Life,Spotsylvania Courthouse,Spotsylvania County,9102 Courthouse Rd,,Spotsylvania County Museum. County of Spotsylvania. Virginia,http://www.hmdb.org/m.asp?m=148381
Chancellors,Spotsylvania Courthouse,Spotsylvania County,9102 Courthouse Rd,,Spotsylvania County Museum. County of Spotsylvania. Virginia,http://www.hmdb.org/m.asp?m=148383
A Tavern at the New Courthouse,Spotsylvania Courthouse,Spotsylvania County,9064 Courthouse Rd,,Spotsylvania County Museum. County of Spotsylvania. Virginia,http://www.hmdb.org/m.asp?m=148389
Joseph Sanfords Inn & Tavern,Spotsylvania Courthouse,Spotsylvania County,9064 Courthouse Rd,,Spotsylvania County Museum. County of Spotsylvania. Virginia,http://www.hmdb.org/m.asp?m=148390
A Tavern in the Midst of Battle,Spotsylvania Courthouse,Spotsylvania County,9064 Courthouse Rd,,Spotsylvania County Museum. County of Spotsylvania. Virginia,http://www.hmdb.org/m.asp?m=148391
Legend. Lore and Fact,Spotsylvania Courthouse,Spotsylvania County,9102 Courthouse Rd,,Spotsylvania County Museum. County of Spotsylvania. Virginia,http://www.hmdb.org/m.asp?m=148412
A Final Journey,Spotsylvania Courthouse,Spotsylvania County,9064 Courthouse Rd,2017,Spotsylvania County Museum. County of Spotsylvania. Virginia,http://www.hmdb.org/m.asp?m=148413
A Case of Negligence,Spotsylvania Courthouse,Spotsylvania County,8960 Courthouse Road,,Spotsylvania County Museum. County of Spotsylvania. Virginia,http://www.hmdb.org/m.asp?m=148417
Amid Shot and Shell,Spotsylvania Courthouse,Spotsylvania County,8956 Courthouse Rd,2017,Spotsylvania County Museum. County of Spotsylvania. Virginia,http://www.hmdb.org/m.asp?m=148418
Sadly in Need...,Spotsylvania Courthouse,Spotsylvania County,8916 Courthouse Rd,2017,Spotsylvania County Museum. County of Spotsylvania. Virginia,http://www.hmdb.org/m.asp?m=148421
Ashes to Ashes,Spotsylvania Courthouse,Spotsylvania County,8951 Courthouse Rd,,Spotsylvania County Museum. County of Spotsylvania. Virginia,http://www.hmdb.org/m.asp?m=148422
John Williams,Lake Charles,Calcasieu Parish,,1998,,http://www.hmdb.org/m.asp?m=148428
Cobb,Fredericksburg,Fredericksburg,536 Willis St,,,http://www.hmdb.org/m.asp?m=148430
Fredericksburg and Spotsylvania National Military Park,Fredericksburg,Fredericksburg,500-540 Willis St,,National Park Service. U.S. Department of the Interior,http://www.hmdb.org/m.asp?m=148431
A Winter Campaign Ends in Union Disaster,Fredericksburg,Fredericksburg,,,National Park Service. U.S. Department of the Interior,http://www.hmdb.org/m.asp?m=148435
Mrs. Martha Stevens,Fredericksburg,Fredericksburg,536 Willis St,,United Daughters of the Confederacy,http://www.hmdb.org/m.asp?m=148436
Forrest & Wilson,Spring Hill,Maury County,,,Tennessee Historical Commission,http://www.hmdb.org/m.asp?m=148444
Confederate Veterans Memorial,Decaturville,Decatur County,22 West Main Street,,Capt. Nathaniel A. Wesson Chapter. United Daughters of the Confederacy,http://www.hmdb.org/m.asp?m=148473
Henderson at War,Henderson,Chester County,,,Tennessee Civil War Trails,http://www.hmdb.org/m.asp?m=148486
Historic Front Street,Henderson,Chester County,,,Tennessee Historical Commission,http://www.hmdb.org/m.asp?m=148495
The Skirmish at Lafayette Station,Rossville,Fayette County,,2002,Sons of Confederate Veterans Camp 1560 and Rossville Historic District,http://www.hmdb.org/m.asp?m=148502
1910,Fredericksburg,Fredericksburg,212 George Street,,Historic Fredericksburg Foundation,http://www.hmdb.org/m.asp?m=148540
The African Baptist Church,Fredericksburg,Fredericksburg,100 Hanover St,,Fredericksburg Economic Development and Tourism Office,http://www.hmdb.org/m.asp?m=148555
Hursts Raid at Barretville,Millington,Shelby County,9043 Barret Rd,,Tennessee Civil War Trails,http://www.hmdb.org/m.asp?m=148565
James M. Benbrook,Benbrook,Tarrant County,812 Mercedes Street,1982,Texas Historical Commission,http://www.hmdb.org/m.asp?m=148595
Fort Hatch,Jacksonville,Duval County,800 W. Adams St,2017,A Florida heritage site. Sponsored by the Cowford Archaeological Research Society. Jacksonville Historical Society and the Florida Department of State,http://www.hmdb.org/m.asp?m=148596
Before The Battle Of Gettysburg,Fountaindale,Adams County,1340 Old Waynesboro Rd,,,http://www.hmdb.org/m.asp?m=148604
Civil War Monument,Glens Falls,Warren County,,1872,Town of Queensbury,http://www.hmdb.org/m.asp?m=148606
Burkle Estate,Memphis,Shelby County,826 North 2nd Street,,Tennessee Historical Commission,http://www.hmdb.org/m.asp?m=148611
The Brick Church,Memphis,Shelby County,299 Chelsea Avenue,,Shelby County Historical Commission,http://www.hmdb.org/m.asp?m=148612
Porter-Leath Childrens Center,Memphis,Shelby County,868 North Manassas Street,,Porter-Leath Childrens Center and Shelby County Historical Commission,http://www.hmdb.org/m.asp?m=148614
Peace and Victory Monument,Glens Falls,Warren County,,1927,,http://www.hmdb.org/m.asp?m=148688
Arkansas,Franklin,Williamson County,4023 Columbia Avenue,,The Arkansas Division Sons of Confederate Veterans and the Arkansas Division United Daughters of the Confederacy.,http://www.hmdb.org/m.asp?m=148704
Camp Captain Mooney Cemetery,Jacksonville,Duval County,538 Ellis Road S,,United Daughters of the Confederacy. Florida Division,http://www.hmdb.org/m.asp?m=148746
Richard Heron Anderson,Beaufort,Beaufort County,507 Newcastle Street,,Sons of Confederate Veterans. Camp 47. Beaufort. SC,http://www.hmdb.org/m.asp?m=148756
Hancock Presbyterian Church,Hancock,Washington County,15 E Main St,,Presbyterian Church (USA),http://www.hmdb.org/m.asp?m=148829
Hancock Presbyterian Church,Hancock,Washington County,15 E Main St,1991,Hancock Historical Society,http://www.hmdb.org/m.asp?m=148830
These Bricks,Hancock,Washington County,15 E Main St,,,http://www.hmdb.org/m.asp?m=148831
Riley House,Harpers Ferry,Jefferson County,55 High St,,,http://www.hmdb.org/m.asp?m=148859
Bolivar Methodist Church,Bolivar,Jefferson County,1245 W Washington St,,,http://www.hmdb.org/m.asp?m=148860
Battle of Harpers Ferry / Union Stronghold,Bolivar,Jefferson County,47 Spring Street,,National Park Service. U.S. Department of the Interior,http://www.hmdb.org/m.asp?m=148862
Facing the Enemy,Bolivar,Jefferson County,,,National Park Service. U.S. Department of the Interior,http://www.hmdb.org/m.asp?m=148863
Bolivar Heights Trail,Bolivar,Jefferson County,47 Spring Street,,,http://www.hmdb.org/m.asp?m=148864
Closing the Doors,Bolivar,Jefferson County,,,National Park Service. U.S. Department of the Interior,http://www.hmdb.org/m.asp?m=148866
The First Year of War,Bolivar,Jefferson County,47 Spring Street,,,http://www.hmdb.org/m.asp?m=148867
Rats in a Cage,Bolivar,Jefferson County,47 Spring Street,,National Park Service. U.S. Department of the Interior,http://www.hmdb.org/m.asp?m=148868
A Union Predicament,Bolivar,Jefferson County,,,,http://www.hmdb.org/m.asp?m=148869
Casualties of War,Bolivar,Jefferson County,,,,http://www.hmdb.org/m.asp?m=148870
Fortifying Bolivar Heights,Bolivar,Jefferson County,,,,http://www.hmdb.org/m.asp?m=148871
The Story of Two Bridges: The Colonnade Bridge and the East Burke Street Bridge,Martinsburg,Berkeley County,248 E Burke St,,,http://www.hmdb.org/m.asp?m=148872
Kearneysville Area Historic Properties,Kearneysville,Jefferson County,14609 Leetown Rd,,West Virginia Department of Transportation. Division of Highways,http://www.hmdb.org/m.asp?m=148880
Keyes Gap,Harpers Ferry,Jefferson County,20867 Charles Town Rd,2019,West Virginia Archives & History,http://www.hmdb.org/m.asp?m=148890
Pennsylvania Memorial Home,Brookville,Jefferson County,,2019,Pennsylvania Historical and Museum Commission,http://www.hmdb.org/m.asp?m=148916
The Memphis Daily Appeal,Memphis,Shelby County,67 Madison Avenue,,Tennessee Historical Commission,http://www.hmdb.org/m.asp?m=148921
All Those That Fought,Jacksonville,Duval County,538 Ellis Road S,,United Daughters of the Confederacy. Florida Division,http://www.hmdb.org/m.asp?m=148942
Camp Baker,Phoenix,Jackson County,,,,http://www.hmdb.org/m.asp?m=148952
Clarion County Civil War Soldiers Monument,Clarion,Clarion County,Clarion County Veterans Memorial Park,1896,,http://www.hmdb.org/m.asp?m=148954
First Tennessee Bank,Memphis,Shelby County,,,Tennessee Historical Commission,http://www.hmdb.org/m.asp?m=148967
Fort Union: 1866,Watrous,Mora County,3115 New Mexico Route 161,,National Park Service. U.S. Department of the Interior,http://www.hmdb.org/m.asp?m=148970
Walter A. Baldwin,Guilford,Chenango County,,2019,William C. Pomeroy Foundation,http://www.hmdb.org/m.asp?m=148983
Luke Edward Wright,Memphis,Shelby County,707 Adams Ave,,Tennessee Historical Commission,http://www.hmdb.org/m.asp?m=148986
Ready to Repel the Confederates,Watrous,Mora County,3115 New Mexico Route 161,,National Park Service. U.S. Department of the Interior,http://www.hmdb.org/m.asp?m=148996
Methodist Church,Franklin,Williamson County,148 5th Ave S,1995,Williamson County Historical Society,http://www.hmdb.org/m.asp?m=149070
The Original Village,Collierville,Shelby County,196 North Main Street,,Tennessee Wars Commission,http://www.hmdb.org/m.asp?m=149071
Fort/Stockade,Collierville,Shelby County,151 Walnut Street,,Tennessee Wars Commission,http://www.hmdb.org/m.asp?m=149072
Treating the Wounded,Collierville,Shelby County,151 Walnut Street,,Tennessee Wars Commission,http://www.hmdb.org/m.asp?m=149073
The Original Depot,Collierville,Shelby County,,,Tennessee Wars Commission,http://www.hmdb.org/m.asp?m=149077
Memphis & Charleston Railroad,Collierville,Shelby County,125 North Rowlett Street,,Tennessee Wars Commission,http://www.hmdb.org/m.asp?m=149079
Camp Capt. Mooney Cemetery,Jacksonville,Duval County,538 Ellis Road S,,United Daughters of the Confederacy Florida Division,http://www.hmdb.org/m.asp?m=149080
The Battle of Collierville,Collierville,Shelby County,125 North Rowlett Street,2003,Main Street Collierville and the Sons of Confederate Veterans. Wigfall Grays Camp 1590,http://www.hmdb.org/m.asp?m=149140
Archaeology,Jacksonville,Duval County,1225 Halsema Rd N,,,http://www.hmdb.org/m.asp?m=149144
Lenox and Canastota War Memorial,Canastota,Madison County,,1907,,http://www.hmdb.org/m.asp?m=149176
Murphys,Murphys,Calaveras County,Main Street,1937,Ruby Parlor No. 46. Native Daughters of the Golden West. Chispa Parlor No. 139. Native Sons of the Golden West,http://www.hmdb.org/m.asp?m=149203
Warren Civil War Memorial,Warren,Worcester County,Warren Common,1891,,http://www.hmdb.org/m.asp?m=149206
J.E.B. Stuarts Jump,Hanover,York County,,,,http://www.hmdb.org/m.asp?m=149208
Spotsylvania Court House,Spotsylvania Courthouse,Spotsylvania County,9550 Grant Dr,,,http://www.hmdb.org/m.asp?m=149215
Laurel Hill Trail,Spotsylvania Courthouse,Spotsylvania County,8116 Brock Rd,,National Park Service. U.S. Department of the Interior,http://www.hmdb.org/m.asp?m=149216
Pvt. James Z. Branscomb. CSA,Leavells,Spotsylvania County,7103 Monument Ct,,Bullock County Historical Society. Union Springs. Alabama,http://www.hmdb.org/m.asp?m=149217
Hanover Civil War Memorial,Hanover,York County,Mt. Olivet Cemetery,1911,People of Hanover,http://www.hmdb.org/m.asp?m=149230
Rock Castle,Hendersonville,Sumner County,139 Rock Castle Lane,,Tennessee Civil War Trails,http://www.hmdb.org/m.asp?m=149321
Historic Site Lake City-Columbia County Florida,Lake City,Columbia County,,,,http://www.hmdb.org/m.asp?m=149337
Captain Ellis Harper,Portland,Sumner County,,,Tennessee Historical Commission,http://www.hmdb.org/m.asp?m=149350
Captain Richard G. Bradford,Pensacola Beach,Escambia County,1400 Fort Pickens Road,1961,Florida Board of Parks and Historic Memorials,http://www.hmdb.org/m.asp?m=149353
Historic Monthaven,Hendersonville,Sumner County,1017 Antebellum Cir,,Tennessee Civil War Trails,http://www.hmdb.org/m.asp?m=149363
Captain Richard G. Bradford,Madison,Madison County,125 Southwest Range Avenue,1961,Florida Board of Parks and Historic Memorials,http://www.hmdb.org/m.asp?m=149388
William Moir Smith,Brooklyn,Kings County,Green-Wood Cemetery,1865,,http://www.hmdb.org/m.asp?m=149407
Madison Oak Ridge Cemetery,Madison,Madison County,394 Northwest Meeting Avenue,1971,T.J. Beggs. Jr.. and Sons In Cooperation With Department of State. Bureau of Historic Sites and Properties,http://www.hmdb.org/m.asp?m=149419
A National Cemetery System,Florence,Florence County,803 East National Cemetery Road,,U.S Department of Veteran Affairs. National Cemetery Administration,http://www.hmdb.org/m.asp?m=149425
Belle Boyd House,Martinsburg,Berkeley County,126 E Race St,,,http://www.hmdb.org/m.asp?m=149428
Martinsburg Roundhouse,Martinsburg,Berkeley County,132 E Race St,,West Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=149430
The Federal Signal Station,Clear Spring,Washington County,,,State Roads Commission,http://www.hmdb.org/m.asp?m=149432
Guns of the CSS Peedee,Florence,Florence County,707 East National Cemetery Road,,,http://www.hmdb.org/m.asp?m=149488
Shell and Be Damned,Carlisle,Cumberland County,next to 37 W High St,,Pennsylvania Civil War Trails,http://www.hmdb.org/m.asp?m=149507
U.S. Government Bakery,Hopewell,Hopewell,701 Appomattox St,2013,City of Hopewell. Commonwealth of Virginia,http://www.hmdb.org/m.asp?m=149529
The Bull Ring At City Point,Hopewell,Hopewell,510 Cedar Ln,2013,City of Hopewell. Commonwealth of Virginia,http://www.hmdb.org/m.asp?m=149543
St. Johns Episcopal Church,Hopewell,Hopewell,510 Cedar Ln,2013,City of Hopewell. Commonwealth of Virginia,http://www.hmdb.org/m.asp?m=149544
Women At City Point,Hopewell,Hopewell,1025 Bank St,2013,City of Hopewell. Commonwealth of Virginia,http://www.hmdb.org/m.asp?m=149545
City Points Wiseman Family,Hopewell,Hopewell,501 Prince Henry Ave,2013,City of Hopewell. Commonwealth of Virginia,http://www.hmdb.org/m.asp?m=149546
Housing Several Thousand Federal Troops,Hopewell,Hopewell,1103 Maplewood Ave,2013,City of Hopewell. Commonwealth of Virginia,http://www.hmdb.org/m.asp?m=149547
Taverns,Hopewell,Hopewell,1101 Maple Ave,2013,City of Hopewell. Commonwealth of Virginia,http://www.hmdb.org/m.asp?m=149548
One Soldier. One Family. One War,Hopewell,Hopewell,615 Prince Henry Ave,2013,City of Hopewell. Commonwealth of Virginia,http://www.hmdb.org/m.asp?m=149549
Quartermaster Repair Shops,Hopewell,Hopewell,1199 Pecan Ave,2013,City of Hopewell. Commonwealth of Virginia,http://www.hmdb.org/m.asp?m=149550
Clearing the Way,Hopewell,Hopewell,1199 Pecan Ave,,National Park Service. U.S. Department of the Interior,http://www.hmdb.org/m.asp?m=149551
City Point,Hopewell,Hopewell,1199 Pecan Ave,2013,City of Hopewell. Commonwealth of Virginia,http://www.hmdb.org/m.asp?m=149552
City Points Rails And Waterways,Hopewell,Hopewell,617 Brown Ave,2013,City of Hopewell. Commonwealth of Virginia,http://www.hmdb.org/m.asp?m=149553
The Peacemaker,Hopewell,Hopewell,1016 Pecan Ave,2013,City of Hopewell. Commonwealth of Virginia,http://www.hmdb.org/m.asp?m=149554
City Point. Virginia,Hopewell,Hopewell,1001 Pecan Ave,2013,City of Hopewell. Commonwealth of Virginia,http://www.hmdb.org/m.asp?m=149556
General Grants Headquarters at City Point,Hopewell,Hopewell,1001 Pecan Ave,,National Park Service. U.S. Department of the Interior,http://www.hmdb.org/m.asp?m=149558
Resistance and Punishments,Hopewell,Hopewell,1001 Pecan Ave,,National Park Service. U.S. Department of the Interior,http://www.hmdb.org/m.asp?m=149560
Dr. Peter Eppes House,Hopewell,Hopewell,609 Brown Ave,2013,City of Hopewell. Commonwealth of Virginia,http://www.hmdb.org/m.asp?m=149563
Cpl Philip R Smith,Hopewell,Hopewell,420 N 10th Ave,,,http://www.hmdb.org/m.asp?m=149566
Pvt. John G. Smith,Hopewell,Hopewell,,,,http://www.hmdb.org/m.asp?m=149567
FromThe Bivouac of the Dead,Hopewell,Hopewell,501 N 10th Ave,,,http://www.hmdb.org/m.asp?m=149568
A Tribute to the Heroic Women of the South,Hopewell,Hopewell,400 Weston Ln,1977,City Point Chapter. United Daughters of the Confederacy,http://www.hmdb.org/m.asp?m=149569
Civil War Skirmish at Pleasant Grove,Pleasant Grove,Utah County,107 South 100 East,2017,Eagle Scout Service Project: Ethan Adamson BSA troop 1182 with the Timpanogos Chapter Sons of the Utah Pioneers,http://www.hmdb.org/m.asp?m=149573
Confederate Hospital,Petersburg,Petersburg,,,,http://www.hmdb.org/m.asp?m=149582
